,sc_LOAD,sc_LOAD_24,sc_LOAD_168,LOAD,LOAD_24,LOAD_168,Temperature,Hour,Day,Month
2010-07-27 22:00:00,0.6526578073089702,0.7514950166112957,0.7656146179401994,194,229.0,234.0,75.48,22,1,7
2010-07-27 23:00:00,0.6046511627906976,0.6780730897009967,0.6978405315614619,177,203.0,210.0,75.2,23,1,7
2010-07-28 00:00:00,0.5453488372093023,0.6018272425249169,0.6300664451827243,156,176.0,186.0,74.64,0,2,7
2010-07-28 01:00:00,0.49734219269102986,0.5425249169435216,0.5735880398671096,139,155.0,166.0,74.28,1,2,7
2010-07-28 02:00:00,0.46910299003322253,0.5029900332225914,0.5397009966777409,129,141.0,154.0,74.08,2,2,7
2010-07-28 03:00:00,0.45215946843853816,0.4803986710963455,0.5199335548172758,123,133.0,147.0,73.72,3,2,7
2010-07-28 04:00:00,0.4408637873754153,0.4662790697674418,0.5086378737541528,119,128.0,143.0,73.6,4,2,7
2010-07-28 05:00:00,0.4380398671096345,0.4578073089700997,0.5114617940199335,118,125.0,144.0,73.44,5,2,7
2010-07-28 06:00:00,0.44933554817275745,0.4662790697674418,0.5227574750830565,122,128.0,148.0,73.28,6,2,7
2010-07-28 07:00:00,0.4634551495016611,0.4803986710963455,0.5397009966777409,127,133.0,154.0,73.56,7,2,7
2010-07-28 08:00:00,0.5058139534883721,0.5142857142857142,0.5877076411960133,142,145.0,171.0,75.36,8,2,7
2010-07-28 09:00:00,0.5707641196013289,0.5481727574750831,0.6441860465116279,165,157.0,191.0,78.08,9,2,7
2010-07-28 10:00:00,0.6413621262458472,0.5877076411960133,0.706312292358804,190,171.0,213.0,80.72,10,2,7
2010-07-28 11:00:00,0.7006644518272426,0.6187707641196013,0.7627906976744186,211,182.0,233.0,82.16,11,2,7
2010-07-28 12:00:00,0.748671096345515,0.6413621262458472,0.8107973421926911,228,190.0,250.0,83.72,12,2,7
2010-07-28 13:00:00,0.7853820598006644,0.6470099667774086,0.8475083056478405,241,192.0,263.0,85.88,13,2,7
2010-07-28 14:00:00,0.8164451827242525,0.6526578073089702,0.8813953488372093,252,194.0,275.0,87.72,14,2,7
2010-07-28 15:00:00,0.8446843853820598,0.6470099667774086,0.9068106312292359,262,192.0,284.0,87.96,15,2,7
2010-07-28 16:00:00,0.8616279069767442,0.6554817275747509,0.9237541528239203,268,195.0,290.0,88.12,16,2,7
2010-07-28 17:00:00,0.8870431893687708,0.6780730897009967,0.9435215946843855,277,203.0,297.0,87.6,17,2,7
2010-07-28 18:00:00,0.8955149501661129,0.695016611295681,0.9491694352159469,280,209.0,299.0,87.0,18,2,7
2010-07-28 19:00:00,0.8842192691029901,0.6921926910299003,0.9322259136212625,276,208.0,293.0,85.56,19,2,7
2010-07-28 20:00:00,0.8418604651162791,0.6724252491694352,0.8870431893687708,261,201.0,277.0,82.72,20,2,7
2010-07-28 21:00:00,0.8051495016611296,0.663953488372093,0.8700996677740864,248,198.0,271.0,80.48,21,2,7
2010-07-28 22:00:00,0.7769102990033223,0.6526578073089702,0.8390365448504984,238,194.0,260.0,79.32,22,2,7
2010-07-28 23:00:00,0.7119601328903654,0.6046511627906976,0.7712624584717608,215,177.0,236.0,78.16,23,2,7
2010-07-29 00:00:00,0.6385382059800665,0.5453488372093023,0.7006644518272426,189,156.0,211.0,77.6,0,3,7
2010-07-29 01:00:00,0.5764119601328903,0.49734219269102986,0.6357142857142858,167,139.0,188.0,76.84,1,3,7
2010-07-29 02:00:00,0.5397009966777409,0.46910299003322253,0.5933554817275748,154,129.0,173.0,76.2,2,3,7
2010-07-29 03:00:00,0.5171096345514951,0.45215946843853816,0.5651162790697675,146,123.0,163.0,76.0,3,3,7
2010-07-29 04:00:00,0.5029900332225914,0.4408637873754153,0.5453488372093023,141,119.0,156.0,76.12,4,3,7
2010-07-29 05:00:00,0.5001661129568106,0.4380398671096345,0.5340531561461794,140,118.0,152.0,75.48,5,3,7
2010-07-29 06:00:00,0.5086378737541528,0.44933554817275745,0.5368770764119601,143,122.0,153.0,75.6,6,3,7
2010-07-29 07:00:00,0.5227574750830565,0.4634551495016611,0.5425249169435216,148,127.0,155.0,75.88,7,3,7
2010-07-29 08:00:00,0.5679401993355482,0.5058139534883721,0.5877076411960133,164,142.0,171.0,78.24,8,3,7
2010-07-29 09:00:00,0.6272425249169435,0.5707641196013289,0.6498338870431893,185,165.0,193.0,81.28,9,3,7
2010-07-29 10:00:00,0.695016611295681,0.6413621262458472,0.7147840531561462,209,190.0,216.0,83.96,10,3,7
2010-07-29 11:00:00,0.7656146179401994,0.7006644518272426,0.7712624584717608,234,211.0,236.0,86.96,11,3,7
2010-07-29 12:00:00,0.8249169435215947,0.748671096345515,0.8277408637873754,255,228.0,256.0,88.12,12,3,7
2010-07-29 13:00:00,0.8672757475083057,0.7853820598006644,0.8616279069767442,270,241.0,268.0,88.92,13,3,7
2010-07-29 14:00:00,0.8955149501661129,0.8164451827242525,0.8926910299003322,280,252.0,279.0,89.68,14,3,7
2010-07-29 15:00:00,0.8926910299003322,0.8446843853820598,0.9181063122923588,279,262.0,288.0,89.04,15,3,7
2010-07-29 16:00:00,0.8842192691029901,0.8616279069767442,0.9322259136212625,276,268.0,293.0,88.28,16,3,7
2010-07-29 17:00:00,0.8672757475083057,0.8870431893687708,0.9435215946843855,270,277.0,297.0,87.0,17,3,7
2010-07-29 18:00:00,0.8362126245847177,0.8955149501661129,0.9519933554817276,259,280.0,300.0,86.48,18,3,7
2010-07-29 19:00:00,0.8023255813953488,0.8842192691029901,0.9350498338870432,247,276.0,294.0,85.4,19,3,7
2010-07-29 20:00:00,0.7627906976744186,0.8418604651162791,0.8955149501661129,233,261.0,280.0,82.88,20,3,7
2010-07-29 21:00:00,0.7458471760797343,0.8051495016611296,0.8644518272425249,227,248.0,269.0,80.28,21,3,7
2010-07-29 22:00:00,0.7147840531561462,0.7769102990033223,0.8390365448504984,216,238.0,260.0,79.2,22,3,7
2010-07-29 23:00:00,0.6554817275747509,0.7119601328903654,0.7656146179401994,195,215.0,234.0,78.08,23,3,7
2010-07-30 00:00:00,0.5990033222591362,0.6385382059800665,0.6893687707641196,175,189.0,207.0,77.48,0,4,7
2010-07-30 01:00:00,0.5538205980066445,0.5764119601328903,0.6244186046511628,159,167.0,184.0,76.88,1,4,7
2010-07-30 02:00:00,0.5227574750830565,0.5397009966777409,0.5848837209302326,148,154.0,170.0,76.28,2,4,7
2010-07-30 03:00:00,0.5029900332225914,0.5171096345514951,0.5566445182724252,141,146.0,160.0,75.6,3,4,7
2010-07-30 04:00:00,0.48887043189368773,0.5029900332225914,0.5368770764119601,136,141.0,153.0,74.96,4,4,7
2010-07-30 05:00:00,0.4832225913621262,0.5001661129568106,0.5255813953488372,134,140.0,149.0,74.2,5,4,7
2010-07-30 06:00:00,0.49169435215946844,0.5086378737541528,0.5284053156146179,137,143.0,150.0,74.04,6,4,7
2010-07-30 07:00:00,0.49734219269102986,0.5227574750830565,0.5425249169435216,139,148.0,155.0,73.96,7,4,7
2010-07-30 08:00:00,0.5340531561461794,0.5679401993355482,0.590531561461794,152,164.0,172.0,75.44,8,4,7
2010-07-30 09:00:00,0.5820598006644518,0.6272425249169435,0.6611295681063123,169,185.0,197.0,77.76,9,4,7
2010-07-30 10:00:00,0.6300664451827243,0.695016611295681,0.737375415282392,186,209.0,224.0,79.8,10,4,7
2010-07-30 11:00:00,0.6724252491694352,0.7656146179401994,0.8107973421926911,201,234.0,250.0,81.4,11,4,7
2010-07-30 12:00:00,0.7119601328903654,0.8249169435215947,0.8644518272425249,215,255.0,269.0,83.2,12,4,7
2010-07-30 13:00:00,0.7430232558139535,0.8672757475083057,0.9068106312292359,226,270.0,284.0,84.48,13,4,7
2010-07-30 14:00:00,0.7684385382059801,0.8955149501661129,0.926578073089701,235,280.0,291.0,85.6,14,4,7
2010-07-30 15:00:00,0.7882059800664452,0.8926910299003322,0.9209302325581395,242,279.0,289.0,86.32,15,4,7
2010-07-30 16:00:00,0.8051495016611296,0.8842192691029901,0.9011627906976745,248,276.0,282.0,86.68,16,4,7
2010-07-30 17:00:00,0.822093023255814,0.8672757475083057,0.8842192691029901,254,270.0,276.0,86.64,17,4,7
2010-07-30 18:00:00,0.8164451827242525,0.8362126245847177,0.8757475083056478,252,259.0,273.0,85.52,18,4,7
2010-07-30 19:00:00,0.791029900332226,0.8023255813953488,0.8672757475083057,243,247.0,270.0,83.92,19,4,7
2010-07-30 20:00:00,0.737375415282392,0.7627906976744186,0.8390365448504984,224,233.0,260.0,80.64,20,4,7
2010-07-30 21:00:00,0.6978405315614619,0.7458471760797343,0.822093023255814,210,227.0,254.0,78.08,21,4,7
2010-07-30 22:00:00,0.675249169435216,0.7147840531561462,0.8164451827242525,202,216.0,252.0,76.12,22,4,7
2010-07-30 23:00:00,0.6159468438538206,0.6554817275747509,0.7656146179401994,181,195.0,234.0,74.52,23,4,7
2010-07-31 00:00:00,0.5538205980066445,0.5990033222591362,0.7034883720930233,159,175.0,212.0,73.36,0,5,7
2010-07-31 01:00:00,0.49169435215946844,0.5538205980066445,0.6470099667774086,137,159.0,192.0,72.64,1,5,7
2010-07-31 02:00:00,0.454983388704319,0.5227574750830565,0.6131229235880399,124,148.0,180.0,71.84,2,5,7
2010-07-31 03:00:00,0.42956810631229236,0.5029900332225914,0.5877076411960133,115,141.0,171.0,70.68,3,5,7
2010-07-31 04:00:00,0.4154485049833887,0.48887043189368773,0.5735880398671096,110,136.0,166.0,70.08,4,5,7
2010-07-31 05:00:00,0.4098006644518273,0.4832225913621262,0.5622923588039866,108,134.0,162.0,69.6,5,5,7
2010-07-31 06:00:00,0.412624584717608,0.49169435215946844,0.5594684385382059,109,137.0,161.0,69.44,6,5,7
2010-07-31 07:00:00,0.4098006644518273,0.49734219269102986,0.5594684385382059,108,139.0,161.0,69.56,7,5,7
2010-07-31 08:00:00,0.4352159468438538,0.5340531561461794,0.5961794019933555,117,152.0,174.0,71.48,8,5,7
2010-07-31 09:00:00,0.4803986710963455,0.5820598006644518,0.663953488372093,133,169.0,198.0,73.88,9,5,7
2010-07-31 10:00:00,0.5284053156146179,0.6300664451827243,0.737375415282392,150,186.0,224.0,76.28,10,5,7
2010-07-31 11:00:00,0.5735880398671096,0.6724252491694352,0.8051495016611296,166,201.0,248.0,77.96,11,5,7
2010-07-31 12:00:00,0.6074750830564785,0.7119601328903654,0.8616279069767442,178,215.0,268.0,79.0,12,5,7
2010-07-31 13:00:00,0.6272425249169435,0.7430232558139535,0.9068106312292359,185,226.0,284.0,79.04,13,5,7
2010-07-31 14:00:00,0.6413621262458472,0.7684385382059801,0.9350498338870432,190,235.0,294.0,78.76,14,5,7
2010-07-31 15:00:00,0.6413621262458472,0.7882059800664452,0.9604651162790698,190,242.0,303.0,77.88,15,5,7
2010-07-31 16:00:00,0.6357142857142858,0.8051495016611296,0.9774086378737542,188,248.0,309.0,76.84,16,5,7
2010-07-31 17:00:00,0.6385382059800665,0.822093023255814,0.988704318936877,189,254.0,313.0,76.08,17,5,7
2010-07-31 18:00:00,0.6357142857142858,0.8164451827242525,0.9943521594684386,188,252.0,315.0,75.8,18,5,7
2010-07-31 19:00:00,0.6215946843853821,0.791029900332226,0.9802325581395349,183,243.0,310.0,74.68,19,5,7
2010-07-31 20:00:00,0.5990033222591362,0.737375415282392,0.9491694352159469,175,224.0,299.0,73.8,20,5,7
2010-07-31 21:00:00,0.5990033222591362,0.6978405315614619,0.926578073089701,175,210.0,291.0,72.6,21,5,7
2010-07-31 22:00:00,0.5961794019933555,0.675249169435216,0.9124584717607974,174,202.0,286.0,72.2,22,5,7
2010-07-31 23:00:00,0.5622923588039866,0.6159468438538206,0.853156146179402,162,181.0,265.0,71.6,23,5,7
2010-08-01 00:00:00,0.5114617940199335,0.5538205980066445,0.7853820598006644,144,159.0,241.0,71.16,0,6,8
2010-08-01 01:00:00,0.46910299003322253,0.49169435215946844,0.7232558139534884,129,137.0,219.0,71.0,1,6,8
2010-08-01 02:00:00,0.443687707641196,0.454983388704319,0.6780730897009967,120,124.0,203.0,70.56,2,6,8
2010-08-01 03:00:00,0.42674418604651165,0.42956810631229236,0.6413621262458472,114,115.0,190.0,69.68,3,6,8
2010-08-01 04:00:00,0.4154485049833887,0.4154485049833887,0.6159468438538206,110,110.0,181.0,68.8,4,6,8
2010-08-01 05:00:00,0.4098006644518273,0.4098006644518273,0.5961794019933555,108,108.0,174.0,68.0,5,6,8
2010-08-01 06:00:00,0.4098006644518273,0.412624584717608,0.590531561461794,108,109.0,172.0,67.72,6,6,8
2010-08-01 07:00:00,0.40697674418604646,0.4098006644518273,0.5848837209302326,107,108.0,170.0,67.84,7,6,8
2010-08-01 08:00:00,0.4323920265780731,0.4352159468438538,0.6300664451827243,116,117.0,186.0,68.08,8,6,8
2010-08-01 09:00:00,0.4803986710963455,0.4803986710963455,0.7147840531561462,133,133.0,216.0,68.8,9,6,8
2010-08-01 10:00:00,0.5255813953488372,0.5284053156146179,0.7938538205980067,149,150.0,244.0,69.92,10,6,8
2010-08-01 11:00:00,0.5453488372093023,0.5735880398671096,0.8503322259136212,156,166.0,264.0,71.08,11,6,8
2010-08-01 12:00:00,0.5566445182724252,0.6074750830564785,0.8842192691029901,160,178.0,276.0,73.12,12,6,8
2010-08-01 13:00:00,0.5764119601328903,0.6272425249169435,0.9237541528239203,167,185.0,290.0,74.68,13,6,8
2010-08-01 14:00:00,0.5933554817275748,0.6413621262458472,0.9519933554817276,173,190.0,300.0,75.56,14,6,8
2010-08-01 15:00:00,0.6018272425249169,0.6413621262458472,0.968936877076412,176,190.0,306.0,75.92,15,6,8
2010-08-01 16:00:00,0.5961794019933555,0.6357142857142858,0.9830564784053156,174,188.0,311.0,76.0,16,6,8
2010-08-01 17:00:00,0.590531561461794,0.6385382059800665,0.9943521594684386,172,189.0,315.0,76.16,17,6,8
2010-08-01 18:00:00,0.5933554817275748,0.6357142857142858,0.9943521594684386,173,188.0,315.0,75.64,18,6,8
2010-08-01 19:00:00,0.5848837209302326,0.6215946843853821,0.9774086378737542,170,183.0,309.0,74.96,19,6,8
2010-08-01 20:00:00,0.5679401993355482,0.5990033222591362,0.9491694352159469,164,175.0,299.0,73.84,20,6,8
2010-08-01 21:00:00,0.5735880398671096,0.5990033222591362,0.926578073089701,166,175.0,291.0,72.92,21,6,8
2010-08-01 22:00:00,0.5679401993355482,0.5961794019933555,0.8926910299003322,164,174.0,279.0,72.32,22,6,8
2010-08-01 23:00:00,0.5312292358803986,0.5622923588039866,0.8192691029900332,151,162.0,253.0,71.92,23,6,8
2010-08-02 00:00:00,0.4775747508305648,0.5114617940199335,0.7514950166112957,132,144.0,229.0,71.6,0,0,8
2010-08-02 01:00:00,0.44651162790697674,0.46910299003322253,0.6837209302325582,121,129.0,205.0,71.12,1,0,8
2010-08-02 02:00:00,0.42674418604651165,0.443687707641196,0.6300664451827243,114,120.0,186.0,70.84,2,0,8
2010-08-02 03:00:00,0.4154485049833887,0.42674418604651165,0.5933554817275748,110,114.0,173.0,70.72,3,0,8
2010-08-02 04:00:00,0.40697674418604646,0.4154485049833887,0.5679401993355482,107,110.0,164.0,70.76,4,0,8
2010-08-02 05:00:00,0.4098006644518273,0.4098006644518273,0.5566445182724252,108,108.0,160.0,70.48,5,0,8
2010-08-02 06:00:00,0.42392026578073083,0.4098006644518273,0.5566445182724252,113,108.0,160.0,70.32,6,0,8
2010-08-02 07:00:00,0.443687707641196,0.40697674418604646,0.5594684385382059,120,107.0,161.0,70.52,7,0,8
2010-08-02 08:00:00,0.46910299003322253,0.4323920265780731,0.5848837209302326,129,116.0,170.0,71.0,8,0,8
2010-08-02 09:00:00,0.5086378737541528,0.4803986710963455,0.6385382059800665,143,133.0,189.0,72.72,9,0,8
2010-08-02 10:00:00,0.5453488372093023,0.5255813953488372,0.6921926910299003,156,149.0,208.0,74.52,10,0,8
2010-08-02 11:00:00,0.5961794019933555,0.5453488372093023,0.7458471760797343,174,156.0,227.0,76.32,11,0,8
2010-08-02 12:00:00,0.6441860465116279,0.5566445182724252,0.7825581395348837,191,160.0,240.0,78.64,12,0,8
2010-08-02 13:00:00,0.6808970099667774,0.5764119601328903,0.8051495016611296,204,167.0,248.0,79.68,13,0,8
2010-08-02 14:00:00,0.706312292358804,0.5933554817275748,0.8277408637873754,213,173.0,256.0,81.2,14,0,8
2010-08-02 15:00:00,0.7260797342192691,0.6018272425249169,0.8475083056478405,220,176.0,263.0,82.12,15,0,8
2010-08-02 16:00:00,0.7401993355481727,0.5961794019933555,0.8616279069767442,225,174.0,268.0,82.36,16,0,8
2010-08-02 17:00:00,0.7543189368770764,0.590531561461794,0.8729235880398671,230,172.0,272.0,82.52,17,0,8
2010-08-02 18:00:00,0.7571428571428571,0.5933554817275748,0.8813953488372093,231,173.0,275.0,81.76,18,0,8
2010-08-02 19:00:00,0.748671096345515,0.5848837209302326,0.8616279069767442,228,170.0,268.0,80.92,19,0,8
2010-08-02 20:00:00,0.7119601328903654,0.5679401993355482,0.8164451827242525,215,164.0,252.0,78.56,20,0,8
2010-08-02 21:00:00,0.695016611295681,0.5735880398671096,0.779734219269103,209,166.0,239.0,76.56,21,0,8
2010-08-02 22:00:00,0.6724252491694352,0.5679401993355482,0.7514950166112957,201,164.0,229.0,75.52,22,0,8
2010-08-02 23:00:00,0.6159468438538206,0.5312292358803986,0.6780730897009967,181,151.0,203.0,74.56,23,0,8
2010-08-03 00:00:00,0.5538205980066445,0.4775747508305648,0.6018272425249169,159,132.0,176.0,74.2,0,1,8
2010-08-03 01:00:00,0.5001661129568106,0.44651162790697674,0.5425249169435216,140,121.0,155.0,73.64,1,1,8
2010-08-03 02:00:00,0.4662790697674418,0.42674418604651165,0.5029900332225914,128,114.0,141.0,72.92,2,1,8
2010-08-03 03:00:00,0.44651162790697674,0.4154485049833887,0.4803986710963455,121,110.0,133.0,72.56,3,1,8
2010-08-03 04:00:00,0.42674418604651165,0.40697674418604646,0.4662790697674418,114,107.0,128.0,72.48,4,1,8
2010-08-03 05:00:00,0.42674418604651165,0.4098006644518273,0.4578073089700997,114,108.0,125.0,72.16,5,1,8
2010-08-03 06:00:00,0.4352159468438538,0.42392026578073083,0.4662790697674418,117,113.0,128.0,71.76,6,1,8
2010-08-03 07:00:00,0.44933554817275745,0.443687707641196,0.4803986710963455,122,120.0,133.0,72.12,7,1,8
2010-08-03 08:00:00,0.48887043189368773,0.46910299003322253,0.5142857142857142,136,129.0,145.0,74.08,8,1,8
2010-08-03 09:00:00,0.5397009966777409,0.5086378737541528,0.5481727574750831,154,143.0,157.0,77.04,9,1,8
2010-08-03 10:00:00,0.5961794019933555,0.5453488372093023,0.5877076411960133,174,156.0,171.0,79.96,10,1,8
2010-08-03 11:00:00,0.6526578073089702,0.5961794019933555,0.6187707641196013,194,174.0,182.0,82.48,11,1,8
2010-08-03 12:00:00,0.7006644518272426,0.6441860465116279,0.6413621262458472,211,191.0,190.0,84.48,12,1,8
2010-08-03 13:00:00,0.737375415282392,0.6808970099667774,0.6470099667774086,224,204.0,192.0,85.12,13,1,8
2010-08-03 14:00:00,0.7769102990033223,0.706312292358804,0.6526578073089702,238,213.0,194.0,86.48,14,1,8
2010-08-03 15:00:00,0.8023255813953488,0.7260797342192691,0.6470099667774086,247,220.0,192.0,87.52,15,1,8
2010-08-03 16:00:00,0.8277408637873754,0.7401993355481727,0.6554817275747509,256,225.0,195.0,87.96,16,1,8
2010-08-03 17:00:00,0.8418604651162791,0.7543189368770764,0.6780730897009967,261,230.0,203.0,87.32,17,1,8
2010-08-03 18:00:00,0.8503322259136212,0.7571428571428571,0.695016611295681,264,231.0,209.0,86.76,18,1,8
2010-08-03 19:00:00,0.8362126245847177,0.748671096345515,0.6921926910299003,259,228.0,208.0,85.04,19,1,8
2010-08-03 20:00:00,0.7938538205980067,0.7119601328903654,0.6724252491694352,244,215.0,201.0,82.68,20,1,8
2010-08-03 21:00:00,0.7684385382059801,0.695016611295681,0.663953488372093,235,209.0,198.0,80.48,21,1,8
2010-08-03 22:00:00,0.737375415282392,0.6724252491694352,0.6526578073089702,224,201.0,194.0,79.08,22,1,8
2010-08-03 23:00:00,0.6696013289036545,0.6159468438538206,0.6046511627906976,200,181.0,177.0,78.0,23,1,8
2010-08-04 00:00:00,0.5961794019933555,0.5538205980066445,0.5453488372093023,174,159.0,156.0,77.08,0,2,8
2010-08-04 01:00:00,0.5425249169435216,0.5001661129568106,0.49734219269102986,155,140.0,139.0,76.32,1,2,8
2010-08-04 02:00:00,0.5086378737541528,0.4662790697674418,0.46910299003322253,143,128.0,129.0,75.68,2,2,8
2010-08-04 03:00:00,0.486046511627907,0.44651162790697674,0.45215946843853816,135,121.0,123.0,75.6,3,2,8
2010-08-04 04:00:00,0.47192691029900335,0.42674418604651165,0.4408637873754153,130,114.0,119.0,75.44,4,2,8
2010-08-04 05:00:00,0.47192691029900335,0.42674418604651165,0.4380398671096345,130,114.0,118.0,75.12,5,2,8
2010-08-04 06:00:00,0.486046511627907,0.4352159468438538,0.44933554817275745,135,117.0,122.0,74.88,6,2,8
2010-08-04 07:00:00,0.5001661129568106,0.44933554817275745,0.4634551495016611,140,122.0,127.0,75.08,7,2,8
2010-08-04 08:00:00,0.5340531561461794,0.48887043189368773,0.5058139534883721,152,136.0,142.0,77.24,8,2,8
2010-08-04 09:00:00,0.5848837209302326,0.5397009966777409,0.5707641196013289,170,154.0,165.0,79.68,9,2,8
2010-08-04 10:00:00,0.6498338870431893,0.5961794019933555,0.6413621262458472,193,174.0,190.0,81.72,10,2,8
2010-08-04 11:00:00,0.7034883720930233,0.6526578073089702,0.7006644518272426,212,194.0,211.0,84.08,11,2,8
2010-08-04 12:00:00,0.7543189368770764,0.7006644518272426,0.748671096345515,230,211.0,228.0,85.48,12,2,8
2010-08-04 13:00:00,0.7966777408637874,0.737375415282392,0.7853820598006644,245,224.0,241.0,87.72,13,2,8
2010-08-04 14:00:00,0.8333887043189369,0.7769102990033223,0.8164451827242525,258,238.0,252.0,89.12,14,2,8
2010-08-04 15:00:00,0.8588039867109635,0.8023255813953488,0.8446843853820598,267,247.0,262.0,89.96,15,2,8
2010-08-04 16:00:00,0.8842192691029901,0.8277408637873754,0.8616279069767442,276,256.0,268.0,90.04,16,2,8
2010-08-04 17:00:00,0.9039867109634552,0.8418604651162791,0.8870431893687708,283,261.0,277.0,89.68,17,2,8
2010-08-04 18:00:00,0.9152823920265781,0.8503322259136212,0.8955149501661129,287,264.0,280.0,89.08,18,2,8
2010-08-04 19:00:00,0.9068106312292359,0.8362126245847177,0.8842192691029901,284,259.0,276.0,87.68,19,2,8
2010-08-04 20:00:00,0.8616279069767442,0.7938538205980067,0.8418604651162791,268,244.0,261.0,84.8,20,2,8
2010-08-04 21:00:00,0.8475083056478405,0.7684385382059801,0.8051495016611296,263,235.0,248.0,83.0,21,2,8
2010-08-04 22:00:00,0.8192691029900332,0.737375415282392,0.7769102990033223,253,224.0,238.0,82.44,22,2,8
2010-08-04 23:00:00,0.7571428571428571,0.6696013289036545,0.7119601328903654,231,200.0,215.0,81.4,23,2,8
2010-08-05 00:00:00,0.6808970099667774,0.5961794019933555,0.6385382059800665,204,174.0,189.0,80.4,0,3,8
2010-08-05 01:00:00,0.6102990033222592,0.5425249169435216,0.5764119601328903,179,155.0,167.0,79.24,1,3,8
2010-08-05 02:00:00,0.5594684385382059,0.5086378737541528,0.5397009966777409,161,143.0,154.0,77.76,2,3,8
2010-08-05 03:00:00,0.5284053156146179,0.486046511627907,0.5171096345514951,150,135.0,146.0,77.2,3,3,8
2010-08-05 04:00:00,0.5086378737541528,0.47192691029900335,0.5029900332225914,143,130.0,141.0,76.48,4,3,8
2010-08-05 05:00:00,0.5001661129568106,0.47192691029900335,0.5001661129568106,140,130.0,140.0,75.92,5,3,8
2010-08-05 06:00:00,0.5058139534883721,0.486046511627907,0.5086378737541528,142,135.0,143.0,75.88,6,3,8
2010-08-05 07:00:00,0.5199335548172758,0.5001661129568106,0.5227574750830565,147,140.0,148.0,75.52,7,3,8
2010-08-05 08:00:00,0.5425249169435216,0.5340531561461794,0.5679401993355482,155,152.0,164.0,76.6,8,3,8
2010-08-05 09:00:00,0.5792358803986711,0.5848837209302326,0.6272425249169435,168,170.0,185.0,79.32,9,3,8
2010-08-05 10:00:00,0.6357142857142858,0.6498338870431893,0.695016611295681,188,193.0,209.0,82.2,10,3,8
2010-08-05 11:00:00,0.695016611295681,0.7034883720930233,0.7656146179401994,209,212.0,234.0,84.88,11,3,8
2010-08-05 12:00:00,0.7514950166112957,0.7543189368770764,0.8249169435215947,229,230.0,255.0,87.4,12,3,8
2010-08-05 13:00:00,0.7995016611295681,0.7966777408637874,0.8672757475083057,246,245.0,270.0,89.68,13,3,8
2010-08-05 14:00:00,0.8446843853820598,0.8333887043189369,0.8955149501661129,262,258.0,280.0,90.72,14,3,8
2010-08-05 15:00:00,0.8813953488372093,0.8588039867109635,0.8926910299003322,275,267.0,279.0,91.24,15,3,8
2010-08-05 16:00:00,0.9068106312292359,0.8842192691029901,0.8842192691029901,284,276.0,276.0,90.32,16,3,8
2010-08-05 17:00:00,0.9237541528239203,0.9039867109634552,0.8672757475083057,290,283.0,270.0,89.12,17,3,8
2010-08-05 18:00:00,0.9294019933554818,0.9152823920265781,0.8362126245847177,292,287.0,259.0,86.0,18,3,8
2010-08-05 19:00:00,0.9096345514950166,0.9068106312292359,0.8023255813953488,285,284.0,247.0,82.96,19,3,8
2010-08-05 20:00:00,0.8588039867109635,0.8616279069767442,0.7627906976744186,267,268.0,233.0,79.48,20,3,8
2010-08-05 21:00:00,0.8136212624584718,0.8475083056478405,0.7458471760797343,251,263.0,227.0,76.8,21,3,8
2010-08-05 22:00:00,0.748671096345515,0.8192691029900332,0.7147840531561462,228,253.0,216.0,75.32,22,3,8
2010-08-05 23:00:00,0.6808970099667774,0.7571428571428571,0.6554817275747509,204,231.0,195.0,74.8,23,3,8
2010-08-06 00:00:00,0.6131229235880399,0.6808970099667774,0.5990033222591362,180,204.0,175.0,74.6,0,4,8
2010-08-06 01:00:00,0.5566445182724252,0.6102990033222592,0.5538205980066445,160,179.0,159.0,74.24,1,4,8
2010-08-06 02:00:00,0.5142857142857142,0.5594684385382059,0.5227574750830565,145,161.0,148.0,74.24,2,4,8
2010-08-06 03:00:00,0.49451827242524915,0.5284053156146179,0.5029900332225914,138,150.0,141.0,74.16,3,4,8
2010-08-06 04:00:00,0.4803986710963455,0.5086378737541528,0.48887043189368773,133,143.0,136.0,74.12,4,4,8
2010-08-06 05:00:00,0.4803986710963455,0.5001661129568106,0.4832225913621262,133,140.0,134.0,73.96,5,4,8
2010-08-06 06:00:00,0.49169435215946844,0.5058139534883721,0.49169435215946844,137,142.0,137.0,73.92,6,4,8
2010-08-06 07:00:00,0.5114617940199335,0.5199335548172758,0.49734219269102986,144,147.0,139.0,73.96,7,4,8
2010-08-06 08:00:00,0.5425249169435216,0.5425249169435216,0.5340531561461794,155,155.0,152.0,74.92,8,4,8
2010-08-06 09:00:00,0.590531561461794,0.5792358803986711,0.5820598006644518,172,168.0,169.0,76.88,9,4,8
2010-08-06 10:00:00,0.6441860465116279,0.6357142857142858,0.6300664451827243,191,188.0,186.0,79.4,10,4,8
2010-08-06 11:00:00,0.7034883720930233,0.695016611295681,0.6724252491694352,212,209.0,201.0,81.8,11,4,8
2010-08-06 12:00:00,0.7514950166112957,0.7514950166112957,0.7119601328903654,229,229.0,215.0,83.64,12,4,8
2010-08-06 13:00:00,0.7825581395348837,0.7995016611295681,0.7430232558139535,240,246.0,226.0,84.76,13,4,8
2010-08-06 14:00:00,0.8192691029900332,0.8446843853820598,0.7684385382059801,253,262.0,235.0,86.28,14,4,8
